Order ID,Order Date,Ship Date,Customer ID,Country,City,State,Postal Code,Region,Category,Sales,Quantity,Discount,Profit
US-2015-150630,17-09-2015,21-09-2015,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,9.618,2,0.7,-7.0532
US-2015-150630,17-09-2015,21-09-2015,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,Furniture,124.2,3,0.2,15.525
US-2015-150630,17-09-2015,21-09-2015,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,3.264,2,0.2,1.1016
US-2015-150630,17-09-2015,21-09-2015,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,86.304,6,0.2,9.7092
US-2015-150630,17-09-2015,21-09-2015,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,6.858,6,0.7,-5.715
US-2015-150630,17-09-2015,21-09-2015,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,15.76,2,0.2,3.546
CA-2017-107727,19-10-2017,23-10-2017,MA-17560,United States,Houston,Texas,77095,Central,Office Supplies,29.472,3,0.2,9.9468
CA-2016-117590,08-12-2016,10-12-2016,GH-14485,United States,Richardson,Texas,75080,Central,Technology,1097.544,7,0.2,123.4737
CA-2016-117590,08-12-2016,10-12-2016,GH-14485,United States,Richardson,Texas,75080,Central,Furniture,190.92,5,0.6,-147.963
CA-2015-117415,27-12-2015,31-12-2015,SN-20710,United States,Houston,Texas,77041,Central,Office Supplies,113.328,9,0.2,35.415
CA-2015-117415,27-12-2015,31-12-2015,SN-20710,United States,Houston,Texas,77041,Central,Furniture,532.3992,3,0.32,-46.9764
CA-2015-117415,27-12-2015,31-12-2015,SN-20710,United States,Houston,Texas,77041,Central,,212.058,3,0.3,-15.147
CA-2015-117415,27-12-2015,31-12-2015,SN-20710,United States,Houston,Texas,77041,Central,Technology,371.168,4,0.2,41.7564
CA-2017-120999,10-09-2017,15-09-2017,LC-16930,United States,Naperville,Illinois,60540,Central,Technology,147.168,4,0.2,16.5564
CA-2016-101343,17-07-2016,22-07-2016,RA-19885,United States,Los Angeles,California,90049,West,Office Supplies,77.88,2,0,3.894
CA-2017-139619,19-09-2017,23-09-2017,ES-14080,United States,Melbourne,Florida,32935,South,Office Supplies,95.616,2,0.2,9.5616
CA-2016-118255,11-03-2016,13-03-2016,ON-18715,United States,Eagan,Minnesota,55122,Central,Technology,45.98,2,0,19.7714
CA-2016-118255,11-03-2016,13-03-2016,ON-18715,United States,Eagan,Minnesota,55122,Central,Office Supplies,17.46,2,0,8.2062
CA-2014-146703,20-10-2014,25-10-2014,PO-18865,United States,Westland,Michigan,48185,Central,Office Supplies,211.96,4,0,8.4784
CA-2016-169194,20-06-2016,25-06-2016,LH-16900,United States,Dover,Delaware,19901,East,Technology,45,3,0,4.95
CA-2016-169194,20-06-2016,25-06-2016,LH-16900,United States,Dover,Delaware,19901,East,Technology,21.8,2,0,6.104
CA-2015-115742,18-04-2015,22-04-2015,DP-13000,United States,New Albany,Indiana,47150,Central,Office Supplies,38.22,6,0,17.9634
CA-2015-115742,18-04-2015,22-04-2015,DP-13000,United States,New Albany,Indiana,47150,Central,Office Supplies,75.18,6,0,35.3346
CA-2015-115742,18-04-2015,22-04-2015,DP-13000,United States,New Albany,Indiana,47150,Central,Furniture,6.16,2,0,2.9568
CA-2015-115742,18-04-2015,22-04-2015,DP-13000,United States,New Albany,Indiana,47150,Central,Furniture,89.99,1,0,17.0981
CA-2016-105816,11-12-2016,17-12-2016,JM-15265,United States,New York City,New York,10024,East,Office Supplies,15.26,7,0,6.2566
CA-2016-105816,11-12-2016,17-12-2016,JM-15265,United States,New York City,New York,10024,East,Technology,1029.95,5,0,298.6855
CA-2016-111682,17-06-2016,18-06-2016,TB-21055,United States,Troy,New York,12180,East,Office Supplies,208.56,6,0,52.14
CA-2016-111682,17-06-2016,18-06-2016,TB-21055,United States,Troy,New York,12180,East,Office Supplies,32.4,5,0,15.552
CA-2016-111682,17-06-2016,18-06-2016,TB-21055,United States,Troy,New York,12180,East,Furniture,319.41,5,0.1,7.098
CA-2016-111682,17-06-2016,18-06-2016,TB-21055,United States,Troy,New York,12180,East,,14.56,2,0,6.9888
CA-2016-111682,17-06-2016,18-06-2016,TB-21055,United States,Troy,New York,12180,East,Technology,30,2,0,3.3
CA-2016-111682,17-06-2016,18-06-2016,TB-21055,United States,Troy,New York,12180,East,Office Supplies,48.48,4,0.2,16.362
CA-2016-111682,17-06-2016,18-06-2016,TB-21055,United States,Troy,New York,12180,East,Office Supplies,1.68,,0,0.84
CA-2015-135545,24-11-2015,30-11-2015,KM-16720,United States,Los Angeles,California,90004,West,Technology,13.98,,0,6.1512
CA-2015-135545,24-11-2015,30-11-2015,KM-16720,United States,Los Angeles,California,90004,West,Office Supplies,25.824,,0.2,9.3612
CA-2015-135545,24-11-2015,30-11-2015,KM-16720,United States,Los Angeles,California,90004,West,Office Supplies,146.73,3,0,68.9631
CA-2015-135545,24-11-2015,30-11-2015,KM-16720,United States,Los Angeles,California,90004,West,Furniture,79.76,4,0,22.3328
US-2015-164175,30-04-2015,05-05-2015,PS-18970,United States,Chicago,Illinois,60610,Central,Furniture,213.115,5,0.3,-15.2225
CA-2014-106376,05-12-2014,10-12-2014,BS-11590,United States,Gilbert,Arizona,85234,West,Office Supplies,1113.024,8,0.2,111.3024
CA-2014-106376,05-12-2014,10-12-2014,BS-11590,United States,Gilbert,Arizona,85234,West,Technology,167.968,4,0.2,62.988
CA-2016-119823,04-06-2016,06-06-2016,KD-16270,United States,Springfield,Virginia,22153,South,Office Supplies,75.88,2,0,35.6636
CA-2016-106075,18-09-2016,23-09-2016,HM-14980,United States,New York City,New York,10009,East,Office Supplies,4.616,1,0.2,1.731
CA-2017-114440,14-09-2017,17-09-2017,TB-21520,United States,Jackson,Michigan,49201,Central,Office Supplies,19.05,3,0,8.763
US-2015-134026,26-04-2015,02-05-2015,JE-15745,United States,Memphis,Tennessee,38109,South,Furniture,831.936,8,0.2,-114.3912
US-2015-134026,26-04-2015,02-05-2015,JE-15745,United States,Memphis,Tennessee,38109,South,Furniture,97.04,2,0.2,1.213
US-2015-134026,26-04-2015,02-05-2015,JE-15745,United States,Memphis,Tennessee,38109,South,,72.784,1,0.2,-18.196
US-2017-118038,09-12-2017,11-12-2017,KB-16600,United States,Houston,Texas,77041,Central,Office Supplies,1.248,3,0.8,-1.9344
US-2017-118038,09-12-2017,11-12-2017,KB-16600,United States,Houston,Texas,77041,Central,Furniture,9.708,3,0.6,-5.8248
US-2017-118038,09-12-2017,11-12-2017,KB-16600,United States,Houston,Texas,77041,Central,Office Supplies,27.24,3,0.2,2.724
US-2014-147606,26-11-2014,01-12-2014,JE-15745,United States,Houston,Texas,77070,Central,Furniture,19.3,5,0.6,-14.475
CA-2016-127208,12-06-2016,15-06-2016,SC-20770,United States,Decatur,Alabama,35601,South,Office Supplies,208.16,1,0,56.2032
CA-2016-127208,12-06-2016,15-06-2016,SC-20770,United States,Decatur,Alabama,35601,South,Office Supplies,16.74,3,0,8.0352
CA-2014-139451,12-10-2014,16-10-2014,DN-13690,United States,San Francisco,California,94122,West,Office Supplies,14.9,,0,4.172
CA-2014-139451,12-10-2014,16-10-2014,DN-13690,United States,San Francisco,California,94122,West,Office Supplies,21.39,,0,6.2031
CA-2015-149734,03-09-2015,08-09-2015,JC-16105,United States,Durham,North Carolina,27707,South,Office Supplies,200.984,7,0.2,62.8075
US-2017-119662,13-11-2017,16-11-2017,CS-12400,United States,Chicago,Illinois,60623,Central,Office Supplies,230.376,3,0.2,-48.9549
CA-2017-140088,28-05-2017,30-05-2017,PO-18865,United States,Columbia,South Carolina,29203,South,Furniture,301.96,2,0,33.2156
CA-2017-155558,26-10-2017,02-11-2017,PG-18895,United States,Rochester,Minnesota,55901,Central,Technology,19.99,1,0,6.7966
CA-2017-155558,26-10-2017,02-11-2017,PG-18895,United States,Rochester,Minnesota,55901,Central,Office Supplies,6.16,2,0,2.9568
CA-2016-159695,05-04-2016,10-04-2016,GM-14455,United States,Houston,Texas,77095,Central,Office Supplies,158.368,7,0.2,13.8572
CA-2016-109806,17-09-2016,22-09-2016,JS-15685,United States,Los Angeles,California,90036,West,Office Supplies,20.1,3,0,6.633
CA-2016-109806,17-09-2016,22-09-2016,JS-15685,United States,Los Angeles,California,90036,West,Technology,73.584,2,0.2,8.2782
CA-2016-109806,17-09-2016,22-09-2016,JS-15685,United States,Los Angeles,California,90036,West,,6.48,1,0,3.1104
CA-2015-149587,31-01-2015,05-02-2015,KB-16315,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,12.96,2,0,6.2208
CA-2015-149587,31-01-2015,05-02-2015,KB-16315,United States,Minneapolis,Minnesota,55407,Central,Furniture,53.34,3,0,16.5354
CA-2015-149587,31-01-2015,05-02-2015,KB-16315,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,32.96,2,0,16.1504
US-2017-109484,06-11-2017,12-11-2017,RB-19705,United States,Portland,Oregon,97206,West,,5.682,1,0.7,-3.788
CA-2017-161018,09-11-2017,11-11-2017,PN-18775,United States,New York City,New York,10009,East,Furniture,96.53,7,0,40.5426
CA-2017-157833,17-06-2017,20-06-2017,KD-16345,United States,San Francisco,California,94122,West,Office Supplies,51.312,3,0.2,17.9592
CA-2016-149223,06-09-2016,11-09-2016,ER-13855,United States,Saint Paul,Minnesota,55106,Central,Office Supplies,77.88,6,0,22.5852
CA-2016-158568,29-08-2016,02-09-2016,RB-19465,United States,Chicago,Illinois,60610,Central,Office Supplies,64.624,7,0.2,22.6184
CA-2016-158568,29-08-2016,02-09-2016,RB-19465,United States,Chicago,Illinois,60610,Central,Technology,95.976,,0.2,-10.7973
CA-2016-158568,29-08-2016,02-09-2016,RB-19465,United States,Chicago,Illinois,60610,Central,Office Supplies,1.788,,0.8,-3.0396
CA-2016-129903,01-12-2016,04-12-2016,GZ-14470,United States,Rochester,Minnesota,55901,Central,Office Supplies,23.92,,0,11.7208
US-2015-156867,13-11-2015,17-11-2015,LC-16870,United States,Aurora,Colorado,80013,West,Technology,238.896,6,0.2,-26.8758
US-2015-156867,13-11-2015,17-11-2015,LC-16870,United States,Aurora,Colorado,80013,West,Furniture,102.36,3,0.2,-3.8385
US-2015-156867,13-11-2015,17-11-2015,LC-16870,United States,Aurora,Colorado,80013,West,Office Supplies,36.882,3,0.7,-25.8174
CA-2017-119004,23-11-2017,28-11-2017,JM-15250,United States,Charlotte,North Carolina,28205,South,Technology,74.112,8,0.2,17.6016
CA-2017-119004,23-11-2017,28-11-2017,JM-15250,United States,Charlotte,North Carolina,28205,South,Technology,27.992,1,0.2,2.0994
CA-2017-119004,23-11-2017,28-11-2017,JM-15250,United States,Charlotte,North Carolina,28205,South,Office Supplies,3.304,1,0.2,1.0738
CA-2015-129476,15-10-2015,20-10-2015,PA-19060,United States,Orland Park,Illinois,60462,Central,Technology,339.96,5,0.2,67.992
CA-2017-146780,25-12-2017,30-12-2017,CV-12805,United States,New York City,New York,10035,East,Furniture,41.96,2,0,10.9096
CA-2016-128867,03-11-2016,10-11-2016,CL-12565,United States,Urbandale,Iowa,50322,Central,Office Supplies,75.96,2,0,22.788
CA-2016-128867,03-11-2016,10-11-2016,CL-12565,United States,Urbandale,Iowa,50322,Central,,27.24,6,0,13.3476
CA-2014-115259,25-08-2014,27-08-2014,RC-19960,United States,Columbus,Ohio,43229,East,Office Supplies,40.096,14,0.2,14.5348
CA-2014-115259,25-08-2014,27-08-2014,RC-19960,United States,Columbus,Ohio,43229,East,Office Supplies,4.72,2,0.2,1.652
CA-2014-115259,25-08-2014,27-08-2014,RC-19960,United States,Columbus,Ohio,43229,East,Office Supplies,23.976,3,0.2,7.4925
CA-2014-115259,25-08-2014,27-08-2014,RC-19960,United States,Columbus,Ohio,43229,East,Office Supplies,130.464,6,0.2,44.0316
CA-2015-110457,02-03-2015,06-03-2015,DK-13090,United States,Seattle,Washington,98103,West,Furniture,787.53,3,0,165.3813
US-2015-136476,05-04-2015,10-04-2015,GG-14650,United States,Bristol,Tennessee,37620,South,Office Supplies,157.794,1,0.7,-115.7156
CA-2016-103730,12-06-2016,15-06-2016,SC-20725,United States,Wilmington,Delaware,19805,East,Furniture,47.04,3,0,18.3456
CA-2016-103730,12-06-2016,15-06-2016,SC-20725,United States,Wilmington,Delaware,19805,East,Office Supplies,30.84,,0,13.878
CA-2016-103730,12-06-2016,15-06-2016,SC-20725,United States,Wilmington,Delaware,19805,East,Office Supplies,226.56,6,0,63.4368
CA-2016-103730,12-06-2016,15-06-2016,SC-20725,United States,Wilmington,Delaware,19805,East,Office Supplies,115.02,9,0,51.759
CA-2016-103730,12-06-2016,15-06-2016,SC-20725,United States,Wilmington,Delaware,19805,East,Technology,68.04,7,0,19.7316
US-2014-152030,26-12-2014,28-12-2014,AD-10180,United States,Houston,Texas,77041,Central,Furniture,600.558,3,0.3,-8.5794
US-2014-134614,20-09-2014,25-09-2014,PF-19165,United States,Bloomington,Illinois,61701,Central,Furniture,617.7,6,0.5,-407.682
US-2017-107272,05-11-2017,12-11-2017,TS-21610,United States,Phoenix,Arizona,85023,West,Office Supplies,2.388,2,0.7,-1.8308
US-2017-107272,05-11-2017,12-11-2017,TS-21610,United States,Phoenix,Arizona,85023,West,Office Supplies,243.992,7,0.2,30.499
US-2016-125969,06-11-2016,10-11-2016,LS-16975,United States,Los Angeles,California,90004,West,Furniture,81.424,2,0.2,-9.1602
US-2016-125969,06-11-2016,10-11-2016,LS-16975,United States,Los Angeles,California,90004,West,Furniture,238.56,3,0,26.2416
US-2017-164147,02-02-2017,05-02-2017,DW-13585,United States,Columbus,Ohio,43229,East,Technology,59.97,5,0.4,-11.994
US-2017-164147,02-02-2017,05-02-2017,DW-13585,United States,Columbus,Ohio,43229,East,Office Supplies,78.304,2,0.2,29.364
US-2017-164147,02-02-2017,05-02-2017,DW-13585,United States,Columbus,Ohio,43229,East,Office Supplies,21.456,9,0.2,6.9732
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,United States,Roseville,California,95661,West,Office Supplies,20.04,3,0,9.6192
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,United States,Roseville,California,95661,West,,35.44,1,0,16.6568
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,United States,Roseville,California,95661,West,Office Supplies,11.52,4,0,3.456
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,United States,Roseville,California,95661,West,Office Supplies,4.02,2,0,1.9698
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,United States,Roseville,California,95661,West,Office Supplies,76.176,3,0.2,26.6616
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,United States,Roseville,California,95661,West,Office Supplies,65.88,,0,18.4464
CA-2016-145583,13-10-2016,19-10-2016,LC-16885,United States,Roseville,California,95661,West,Furniture,43.12,14,0,20.6976
CA-2016-110366,05-09-2016,07-09-2016,JD-15895,United States,Philadelphia,Pennsylvania,19140,East,Furniture,82.8,2,0.2,10.35
CA-2017-106180,18-09-2017,23-09-2017,SH-19975,United States,San Francisco,California,94122,West,Office Supplies,8.82,3,0,2.3814
CA-2017-106180,18-09-2017,23-09-2017,SH-19975,United States,San Francisco,California,94122,West,Office Supplies,10.86,3,0,5.1042
CA-2017-106180,18-09-2017,23-09-2017,SH-19975,United States,San Francisco,California,94122,West,Office Supplies,143.7,3,0,68.976
CA-2017-155376,22-12-2017,27-12-2017,SG-20080,United States,Independence,Missouri,64055,Central,Office Supplies,839.43,3,0,218.2518
CA-2015-110744,07-09-2015,12-09-2015,HA-14920,United States,Pasadena,California,91104,West,Office Supplies,671.93,7,0,20.1579
CA-2014-110072,22-10-2014,28-10-2014,MG-17680,United States,Newark,Ohio,43055,East,Furniture,93.888,4,0.2,12.9096
CA-2016-114489,05-12-2016,09-12-2016,JE-16165,United States,Franklin,Wisconsin,53132,Central,Technology,384.45,11,0,103.8015
CA-2016-114489,05-12-2016,09-12-2016,JE-16165,United States,Franklin,Wisconsin,53132,Central,Technology,149.97,3,0,5.9988
CA-2016-114489,05-12-2016,09-12-2016,JE-16165,United States,Franklin,Wisconsin,53132,Central,,1951.84,8,0,585.552
CA-2016-114489,05-12-2016,09-12-2016,JE-16165,United States,Franklin,Wisconsin,53132,Central,Office Supplies,171.55,5,0,80.6285
CA-2016-158834,13-03-2016,16-03-2016,TW-21025,United States,Scottsdale,Arizona,85254,West,Office Supplies,157.92,5,0.2,17.766
CA-2016-158834,13-03-2016,16-03-2016,TW-21025,United States,Scottsdale,Arizona,85254,West,Technology,203.184,2,0.2,15.2388
CA-2015-124919,31-05-2015,02-06-2015,SP-20650,United States,San Jose,California,95123,West,Office Supplies,58.38,,0,26.271
CA-2015-124919,31-05-2015,02-06-2015,SP-20650,United States,San Jose,California,95123,West,Office Supplies,105.52,,0,48.5392
CA-2015-124919,31-05-2015,02-06-2015,SP-20650,United States,San Jose,California,95123,West,Office Supplies,80.88,6,0,21.0288
CA-2015-118948,28-05-2015,03-06-2015,NK-18490,United States,Seattle,Washington,98105,West,Office Supplies,6.63,3,0,1.7901
CA-2014-104269,01-03-2014,06-03-2014,DB-13060,United States,Seattle,Washington,98115,West,Furniture,457.568,2,0.2,51.4764
CA-2016-114104,20-11-2016,24-11-2016,NP-18670,United States,Edmond,Oklahoma,73034,Central,Office Supplies,14.62,2,0,6.8714
CA-2016-114104,20-11-2016,24-11-2016,NP-18670,United States,Edmond,Oklahoma,73034,Central,Technology,944.93,7,0,236.2325
CA-2016-162733,11-05-2016,12-05-2016,TT-21070,United States,Los Angeles,California,90045,West,Office Supplies,5.98,1,0,2.691
CA-2015-119697,28-12-2015,31-12-2015,EM-13960,United States,Philadelphia,Pennsylvania,19134,East,,54.384,2,0.2,1.3596
CA-2016-154508,16-11-2016,20-11-2016,RD-19900,United States,Carlsbad,New Mexico,88220,West,Office Supplies,28.4,5,0,13.348
CA-2016-113817,07-11-2016,11-11-2016,MJ-17740,United States,Seattle,Washington,98115,West,Office Supplies,27.68,2,0.2,9.688
CA-2014-139892,08-09-2014,12-09-2014,BM-11140,United States,San Antonio,Texas,78207,Central,Office Supplies,9.936,3,0.2,2.7324
CA-2014-139892,08-09-2014,12-09-2014,BM-11140,United States,San Antonio,Texas,78207,Central,Technology,8159.952,8,0.4,-1359.992
CA-2014-139892,08-09-2014,12-09-2014,BM-11140,United States,San Antonio,Texas,78207,Central,Office Supplies,275.928,3,0.2,-58.6347
CA-2014-139892,08-09-2014,12-09-2014,BM-11140,United States,San Antonio,Texas,78207,Central,Furniture,1740.06,9,0.3,-24.858
CA-2014-139892,08-09-2014,12-09-2014,BM-11140,United States,San Antonio,Texas,78207,Central,Office Supplies,32.064,6,0.2,6.8136
CA-2014-139892,08-09-2014,12-09-2014,BM-11140,United States,San Antonio,Texas,78207,Central,Office Supplies,177.98,,0.8,-453.849
CA-2014-139892,08-09-2014,12-09-2014,BM-11140,United States,San Antonio,Texas,78207,Central,Technology,143.976,,0.2,8.9985
CA-2014-118962,05-08-2014,09-08-2014,CS-12130,United States,Los Angeles,California,90004,West,Office Supplies,20.94,,0,9.8418
CA-2014-118962,05-08-2014,09-08-2014,CS-12130,United States,Los Angeles,California,90004,West,Office Supplies,110.96,2,0,53.2608
CA-2014-118962,05-08-2014,09-08-2014,CS-12130,United States,Los Angeles,California,90004,West,Furniture,340.144,7,0.2,21.259
US-2014-100853,14-09-2014,19-09-2014,JB-15400,United States,Chicago,Illinois,60623,Central,Office Supplies,52.448,2,0.8,-131.12
US-2014-100853,14-09-2014,19-09-2014,JB-15400,United States,Chicago,Illinois,60623,Central,Office Supplies,20.16,4,0.2,6.552
US-2017-152366,21-04-2017,25-04-2017,SJ-20500,United States,Houston,Texas,77036,Central,Office Supplies,97.264,4,0.8,-243.16
US-2015-101511,21-11-2015,23-11-2015,JE-15745,United States,Newark,Ohio,43055,East,Furniture,396.802,7,0.3,-11.3372
US-2015-101511,21-11-2015,23-11-2015,JE-15745,United States,Newark,Ohio,43055,East,Office Supplies,15.88,5,0.2,-3.7715
CA-2015-137225,15-12-2015,19-12-2015,JK-15640,United States,New York City,New York,10009,East,,3.28,1,0,1.4104
CA-2014-166191,05-12-2014,09-12-2014,DK-13150,United States,Decatur,Illinois,62521,Central,Office Supplies,24.816,2,0.2,1.8612
CA-2014-166191,05-12-2014,09-12-2014,DK-13150,United States,Decatur,Illinois,62521,Central,Technology,408.744,7,0.2,76.6395
CA-2014-158274,19-11-2014,24-11-2014,RM-19675,United States,Monroe,Louisiana,71203,South,Technology,503.96,4,0,131.0296
CA-2014-158274,19-11-2014,24-11-2014,RM-19675,United States,Monroe,Louisiana,71203,South,Technology,149.95,5,0,41.986
CA-2014-158274,19-11-2014,24-11-2014,RM-19675,United States,Monroe,Louisiana,71203,South,Technology,29,2,0,7.25
CA-2016-105018,28-11-2016,02-12-2016,SK-19990,United States,Fairfield,Connecticut,6824,East,Office Supplies,7.16,2,0,3.4368
CA-2014-123260,26-08-2014,30-08-2014,FM-14290,United States,Los Angeles,California,90032,West,Technology,176.8,8,0,22.984
CA-2016-157000,16-07-2016,22-07-2016,AM-10360,United States,Grand Prairie,Texas,75051,Central,Office Supplies,37.224,3,0.2,3.7224
CA-2016-157000,16-07-2016,22-07-2016,AM-10360,United States,Grand Prairie,Texas,75051,Central,Office Supplies,20.016,3,0.2,6.255
CA-2015-102281,12-10-2015,14-10-2015,MP-17470,United States,New York City,New York,10035,East,Furniture,899.136,4,0.2,112.392
CA-2015-102281,12-10-2015,14-10-2015,MP-17470,United States,New York City,New York,10035,East,Technology,71.76,6,0,20.0928
CA-2015-102281,12-10-2015,14-10-2015,MP-17470,United States,New York City,New York,10035,East,,51.84,,0,24.8832
CA-2015-102281,12-10-2015,14-10-2015,MP-17470,United States,New York City,New York,10035,East,Furniture,626.352,,0.2,46.9764
CA-2015-102281,12-10-2015,14-10-2015,MP-17470,United States,New York City,New York,10035,East,Office Supplies,19.9,,0,6.567
CA-2015-131457,31-10-2015,06-11-2015,MZ-17515,United States,Redlands,California,92374,West,Office Supplies,14.28,7,0,6.7116
CA-2014-140004,21-03-2014,25-03-2014,CB-12025,United States,Hamilton,Ohio,45011,East,Office Supplies,7.408,2,0.2,1.2038
CA-2014-140004,21-03-2014,25-03-2014,CB-12025,United States,Hamilton,Ohio,45011,East,Office Supplies,6.048,3,0.2,1.5876
CA-2017-107720,06-11-2017,13-11-2017,VM-21685,United States,Westfield,New Jersey,7090,East,Office Supplies,46.26,3,0,12.0276
US-2017-124303,06-07-2017,13-07-2017,FH-14365,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,2.946,2,0.7,-2.2586
US-2017-124303,06-07-2017,13-07-2017,FH-14365,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,16.056,3,0.2,5.8203
CA-2017-105074,24-06-2017,29-06-2017,MB-17305,United States,Akron,Ohio,44312,East,Office Supplies,21.744,3,0.2,6.795
CA-2014-133690,03-08-2014,05-08-2014,BS-11755,United States,Denver,Colorado,80219,West,Furniture,218.75,2,0.5,-161.875
CA-2014-133690,03-08-2014,05-08-2014,BS-11755,United States,Denver,Colorado,80219,West,Office Supplies,2.6,1,0.2,0.2925
US-2017-116701,17-12-2017,21-12-2017,LC-17140,United States,Dallas,Texas,75220,Central,Office Supplies,66.284,2,0.8,-178.9668
CA-2017-126382,03-06-2017,07-06-2017,HK-14890,United States,Franklin,Tennessee,37064,South,,35.168,7,0.2,9.6712
CA-2017-108329,09-12-2017,14-12-2017,LE-16810,United States,Whittier,California,90604,West,Technology,444.768,4,0.2,44.4768
CA-2017-135860,01-12-2017,07-12-2017,JH-15985,United States,Saginaw,Michigan,48601,Central,Office Supplies,83.92,4,0,5.8744
CA-2017-135860,01-12-2017,07-12-2017,JH-15985,United States,Saginaw,Michigan,48601,Central,Technology,131.98,2,0,35.6346
